**** Startdate Starthour Enddate Endhour PLUME HEIGHT [km asl] (NB need to be on the exact same time resolution as the inversion runs) 
20100502 210000 20100503 000000 2.500000
20100503 000000 20100503 030000 2.500000
20100503 030000 20100503 060000 2.500000
20100503 060000 20100503 090000 2.500000
20100503 090000 20100503 120000 2.500000
20100503 120000 20100503 150000 3.800000
20100503 150000 20100503 180000 5.200000
20100503 180000 20100503 210000 4.400000
20100503 210000 20100504 000000 3.100000
20100504 000000 20100504 030000 2.900000
20100504 030000 20100504 060000 2.900000
20100504 060000 20100504 090000 2.500000
20100504 090000 20100504 120000 2.500000
20100504 120000 20100504 150000 5.300000
20100504 150000 20100504 180000 5.200000
20100504 180000 20100504 210000 5.600000
20100504 210000 20100505 000000 5.500000
20100505 000000 20100505 030000 5.500000
20100505 030000 20100505 060000 5.400000
20100505 060000 20100505 090000 5.400000
20100505 090000 20100505 120000 5.700000
20100505 120000 20100505 150000 6.600000
20100505 150000 20100505 180000 6.100000
20100505 180000 20100505 210000 7.000000
20100505 210000 20100506 000000 5.100000
20100506 000000 20100506 030000 5.100000
20100506 030000 20100506 060000 5.200000
20100506 060000 20100506 090000 5.100000
20100506 090000 20100506 120000 5.200000
20100506 120000 20100506 150000 5.400000
20100506 150000 20100506 180000 5.500000
20100506 180000 20100506 210000 5.300000
20100506 210000 20100507 000000 5.300000
20100507 000000 20100507 030000 5.200000
20100507 030000 20100507 060000 5.300000
20100507 060000 20100507 090000 5.100000
20100507 090000 20100507 120000 5.300000
20100507 120000 20100507 150000 5.300000
20100507 150000 20100507 180000 5.300000
20100507 180000 20100507 210000 5.100000
20100507 210000 20100508 000000 5.100000
20100508 000000 20100508 030000 5.100000
20100508 030000 20100508 060000 4.900000
20100508 060000 20100508 090000 4.900000
20100508 090000 20100508 120000 5.100000
20100508 120000 20100508 150000 4.900000
20100508 150000 20100508 180000 3.200000
20100508 180000 20100508 210000 4.300000
20100508 210000 20100509 000000 4.800000
20100509 000000 20100509 030000 4.100000
20100509 030000 20100509 060000 4.200000
20100509 060000 20100509 090000 4.300000
20100509 090000 20100509 120000 4.900000
20100509 120000 20100509 150000 4.400000
20100509 150000 20100509 180000 4.500000
20100509 180000 20100509 210000 3.900000
20100509 210000 20100510 000000 4.400000
20100510 000000 20100510 030000 4.500000
20100510 030000 20100510 060000 4.800000
20100510 060000 20100510 090000 4.700000
20100510 090000 20100510 120000 4.100000
20100510 120000 20100510 150000 4.700000
20100510 150000 20100510 180000 4.300000
20100510 180000 20100510 210000 3.900000
20100510 210000 20100511 000000 3.700000
20100511 000000 20100511 030000 2.800000
20100511 030000 20100511 060000 3.400000
20100511 060000 20100511 090000 3.400000
20100511 090000 20100511 120000 4.200000
20100511 120000 20100511 150000 5.000000
20100511 150000 20100511 180000 5.200000
20100511 180000 20100511 210000 2.500000
20100511 210000 20100512 000000 2.500000
20100512 000000 20100512 030000 2.500000
20100512 030000 20100512 060000 2.500000
20100512 060000 20100512 090000 4.400000
20100512 090000 20100512 120000 3.900000
20100512 120000 20100512 150000 4.500000
20100512 150000 20100512 180000 4.800000
20100512 180000 20100512 210000 4.900000
20100512 210000 20100513 000000 5.000000
20100513 000000 20100513 030000 5.300000
20100513 030000 20100513 060000 5.200000
20100513 060000 20100513 090000 5.100000
20100513 090000 20100513 120000 5.200000
20100513 120000 20100513 150000 5.500000
20100513 150000 20100513 180000 5.700000
20100513 180000 20100513 210000 7.700000
20100513 210000 20100514 000000 7.800000
20100514 000000 20100514 030000 7.800000
20100514 030000 20100514 060000 7.900000
20100514 060000 20100514 090000 5.500000
20100514 090000 20100514 120000 5.000000
20100514 120000 20100514 150000 5.000000
20100514 150000 20100514 180000 5.000000
20100514 180000 20100514 210000 5.100000
20100514 210000 20100515 000000 4.900000
20100515 000000 20100515 030000 4.900000
20100515 030000 20100515 060000 4.900000
20100515 060000 20100515 090000 5.000000
20100515 090000 20100515 120000 5.300000
20100515 120000 20100515 150000 5.700000
20100515 150000 20100515 180000 5.800000
20100515 180000 20100515 210000 6.000000
20100515 210000 20100516 000000 5.500000
20100516 000000 20100516 030000 5.700000
20100516 030000 20100516 060000 6.800000
20100516 060000 20100516 090000 6.800000
20100516 090000 20100516 120000 7.200000
20100516 120000 20100516 150000 7.100000
20100516 150000 20100516 180000 7.600000
20100516 180000 20100516 210000 6.500000
20100516 210000 20100517 000000 5.800000
20100517 000000 20100517 030000 5.900000
20100517 030000 20100517 060000 5.700000
20100517 060000 20100517 090000 7.300000
20100517 090000 20100517 120000 7.400000
20100517 120000 20100517 150000 5.900000
20100517 150000 20100517 180000 5.200000
20100517 180000 20100517 210000 5.000000
20100517 210000 20100518 000000 4.900000
20100518 000000 20100518 030000 4.500000
20100518 030000 20100518 060000 4.400000
20100518 060000 20100518 090000 4.900000
20100518 090000 20100518 120000 5.500000
20100518 120000 20100518 150000 5.100000
20100518 150000 20100518 180000 2.500000
20100518 180000 20100518 210000 2.500000
20100518 210000 20100519 000000 2.500000
20100519 000000 20100519 030000 4.300000
20100519 030000 20100519 060000 4.500000
20100519 060000 20100519 090000 4.800000
20100519 090000 20100519 120000 4.300000
20100519 120000 20100519 150000 3.100000
20100519 150000 20100519 180000 4.000000
20100519 180000 20100519 210000 3.000000
20100519 210000 20100520 000000 3.000000
20100520 000000 20100520 030000 3.800000
20100520 030000 20100520 060000 2.500000
20100520 060000 20100520 090000 2.500000
20100520 090000 20100520 120000 3.300000
20100520 120000 20100520 150000 3.600000
20100520 150000 20100520 180000 4.000000
20100520 180000 20100520 210000 4.300000
20100520 210000 20100521 000000 3.300000
20100521 000000 20100521 030000 2.600000
20100521 030000 20100521 060000 3.500000
20100521 060000 20100521 090000 3.100000
20100521 090000 20100521 120000 2.700000
20100521 120000 20100521 150000 2.500000
20100521 150000 20100521 180000 2.500000
20100521 180000 20100521 210000 2.500000
20100521 210000 20100522 000000 2.500000
20100522 000000 20100522 030000 2.500000
20100522 030000 20100522 060000 2.500000
20100522 060000 20100522 090000 2.500000
20100522 090000 20100522 120000 2.500000
20100522 120000 20100522 150000 2.500000
20100522 150000 20100522 180000 2.500000
20100522 180000 20100522 210000 2.500000
20100522 210000 20100523 000000 2.500000
20100523 000000 20100523 030000 2.500000
20100523 030000 20100523 060000 2.500000
20100523 060000 20100523 090000 2.500000
20100523 090000 20100523 120000 2.500000
20100523 120000 20100523 150000 2.500000
20100523 150000 20100523 180000 2.500000
20100523 180000 20100523 210000 2.500000
20100523 210000 20100524 000000 2.500000
