   1666.00  2316.00  2966.00  3616.00  4266.00  4916.00  5566.00  6216.00  6866.00  7516.00  8166.00  8816.00  9466.00  10116.0  10766.0  11416.0  12066.0  12716.0  13366.0 
   2316.00  2966.00  3616.00  4266.00  4916.00  5566.00  6216.00  6866.00  7516.00  8166.00  8816.00  9466.00  10116.0  10766.0  11416.0  12066.0  12716.0  13366.0  14016.0 
20100414 060000    109045    6000      1142      7810      7743      6509      6509      6509      6509     21120     23431     15420      6343         0         0         0         0         0         0         0         0 
20100414 060000    109045    6000      7624      7810      7743      7559     10178     17319     20617     22873     23431     22873     19214     12645      7431      3057       737         2         2         2         2 
20100414 090000    109045    6000      1142      7810      7743      6509      6509      6509      6509     21120     23431     15420      6343         0         0         0         0         0         0         0         0 
20100414 090000    109045    6000     14628     14984     15475     16103     17566     17994     20617     22873     23431     22873     23396     24333     24927     24333     21170     17784     10451      3790       914 
20100414 120000    118400    6000      5053      6919      7935      9453     11802     17595     10287      9700     10650     13950     15056         0         0         0         0         0         0         0         0 
20100414 120000    118400    6000     37483     38397     39655     41263     45012     46110     45489     46598     45638     50361     59951     62353     63874     62353     54248     45570     26779      9713      2342 
20100414 150000    752916   11000     33488     43000     43943     45492     47336     51638     50547     52184     51109     52333     56734     68775     71531     62233     22572         0         0         0         0 
20100414 150000    752916   11000     41977     43000     44408     46209     50408     51638     50942     52184     51109     56398     67138     69828     71531     69828     60751     51033     29990     10877      2623 
20100414 180000    454339   11000     20199     26132     26999     28361     30029     33445     34650     32919     35185     32192     32743     30581     37856     44154      8895         0         0         0         0 
20100414 180000    454339   11000     37483     38397     39655     41263     45012     46110     45489     46598     45638     50361     59951     62353     63874     62353     54248     45570     26779      9713      2342 
20100414 210000     48856    8000      3156      4489      5307      6523      9024     16678      3679         0         0         0         0         0         0         0         0         0         0         0         0 
20100414 210000     48856    8000     22779     23535     24722     26176     29154     30204     30941     30670     31418     30670     29238     32999     38489     39428     38489     32332     19000      4582       923 
20100415 000000     71191    8000      4567      6428      7556      9030     11905     19423     12282         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 000000     71191    8000      8890      9185      9762     15928     18961     19423     18961     15928     12261     11969     11410     12878     15020     15387     15020     12617      7415      1788       360 
20100415 030000     66935    6000      4098      5783      6915      8646     11969     19730      9795         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 030000     66935    6000      5671      7090      9815     16179     19260     19730     19260     16179      9508      5285      1275         2         2         2         2         2         2         2         2 
20100415 060000     47481    6000      3362      4836      5985      8233      9542     12750      2773         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 060000     47481    6000      5064      6752      8764     14447     17199     17618     17199     14447      8490      4215      1016         2         2         2         2         2         2         2         2 
20100415 090000     51669    6000      3281      4698      5632      6371      8254     14036      9396         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 090000     51669    6000      4619      6029      7177     11510     13702     14036     13702     12018     10095      5933      1431         2         2         2         2         2         2         2         2 
20100415 120000     49513    6000      2341      3339      4027      5231      7521     13267     13787         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 120000     49513    6000      4124      4910      6393     10879     12951     13459     13787     13459     11306      6644      1602       167         2         2         2         2         2         2         2 
20100415 150000     21352    4600      2229      3251      4143      6542      2816      2372         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 150000     21352    4600      3397      5364      6386      9714     11565     12018     12311     12018     10095      5933      1775       428         4         2         2         2         2         2         2 
20100415 180000     24187    4600       341      2332      2103      1943      1943      4363      6996      4126        40         0         0         0         0         0         0         0         0         0         0 
20100415 180000     24187    4600      3034      4790      5702      5841      5737      6829      6996      6829      5737      3383      1988       480         5         2         2         2         2         2         2 
20100415 210000     11963    5500      1133      1795      2438      2682      2444      1472         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100415 210000     11963    5500      2033      2380      2618      3195      5123      6098      6247      6098      5123      3021      1775       428         4         2         2         2         2         2         2 
20100416 000000      8217    5500       690      1151      1547      1573      1968      1287         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 000000      8217    5500      1785      2125      2390      2913      3468      3552      3468      2913      1999      1179       693       167         2         2         2         2         2         2         2 
20100416 030000     13746    5500      1011      1487      1848      2158      3264      3978         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 030000     13746    5500      2688      3654      4350      4456      4350      3978      3884      3262      1917       462         2         2         2         2         2         2         2         2         2 
20100416 060000     20471    5500      1964      2861      3671      4991      3193      3792         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 060000     20471    5500      3010      4092      4872      6351      7560      7745      7560      6351      3732       900       173         2         2         2         2         2         2         2         2 
20100416 090000     30008    7500      2264      3254      4015      5358      6444      8673         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 090000     30008    7500      3292      4394      6259      7979      9498      9730      9498      7979      4689      1841       444         2         2         2         2         2         2         2         2 
20100416 120000     39964    7500      2481      3576      4436      5748      8548     10897      4279         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 120000     39964    7500      3637      4713      7009      8935     10637     10897     10637      8935      5251      2062       497         2         2         2         2         2         2         2         2 
20100416 150000     33152    7500      2169      3136      3939      4294      6260     10637      2717         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 150000     33152    7500      5314      5675      6259      8723     10384     10637     10384      9084      9306      9084      8216      6902      4056      1522       367         2         2         2         2 
20100416 180000     41296    7500      3057      4276      4921      5973      7936     11887      3245         0         0         0         0         0         0         0         0         0         0         0         0 
20100416 180000     41296    7500     13617     14542     15490     16779     19714     20915     22459     23278     23845     23278     21054     17686     10393      3899       940         2         2         2         2 
20100416 210000    213397    7500     11784     15621     16682     17770     19249     22615     23993     25764     26704     24153      9062         0         0         0         0         0         0         0         0 
20100416 210000    213397    7500     15249     16285     17347     18790     22077     23422     25151     26068     26704     26068     23578     19806     11639      4367      1053         2         2         2         2 
20100417 000000    145068    7500      8586     11566     12528     13429     14575     17689     20869      9935     11015     17702      7174         0         0         0         0         0         0         0         0 
20100417 000000    145068    7500     13617     14542     15490     16779     19714     20915     22459     23278     23903     24486     23903     20079     11800      4537      1094         2         2         2         2 
20100417 030000    177378    8500     10215     13552     14618     15715     16852     19651     19224     16073     18298     27422      5758         0         0         0         0         0         0         0         0 
20100417 030000    177378    8500     17812     18864     20131     21476     24022     24608     24022     27089     31086     31845     31086     26113     19782     11625      2804         2         2         2         2 
20100417 060000    279280    8500     15689     20434     21641     23094     24637     27558     26698     25775     31076     35662     27016         0         0         0         0         0         0         0         0 
20100417 060000    279280    8500     19947     21125     22544     24050     26902     27558     26902     30336     34813     35662     34813     29244     22154     13019      3140         2         2         2         2 
20100417 090000    225145    8500     11869     15637     16895     18456     20225     23123     22081     21310     23849     26039     25660         0         0         0         0         0         0         0         0 
20100417 090000    225145    8500     17812     18864     20131     21476     24022     24608     24022     27089     31086     31845     31086     26113     21042     12366      2982         2         2         2         2 
