   555.000  650.000  1300.00  1950.00  2600.00  3250.00  3900.00  4550.00  5200.00  5850.00  6500.00  7150.00  7800.00  8450.00  9100.00  9750.00  10400.0  11050.0  11700.0 
   650.000  1300.00  1950.00  2600.00  3250.00  3900.00  4550.00  5200.00  5850.00  6500.00  7150.00  7800.00  8450.00  9100.00  9750.00  10400.0  11050.0  11700.0  12350.0 
20100417 180000    138044    8500      7062      8328      9326     10463     13261     15787     16280     17267     17688     17748     17325     14553     11687      9313      5473      2530       610         2         2 
20100417 210000    158294    8500       605      7500      8840      9991     11447     13770     18110     18677     19809     19875     15961      7830      5880         0         0         0         0         0         0 
20100417 210000    158294    8500      7322      8630      9753     11291     14851     17679     18232     19337     19809     19875     19402     18790     15784      9395      5521      2833       683         2         2 
20100418 000000    160812    8500       563      7010      8350      9474     10570     12367     16449     17405     22028     22210     21556     12830         0         0         0         0         0         0         0 
20100418 000000    160812    8500      7023      8347      9399     10743     15688     18676     19975     21503     22028     22210     21682     21042     17676     10521      6183      2530       610         2         2 
20100418 030000    152699    7600       642      8057      9576     10782     12140     14671     21424     22915     22952     19266     10273         0         0         0         0         0         0         0         0 
20100418 030000    152699    7600      7865      9348     10526     12030     17569     20914     22370     22915     22952     22406     19361     18790     15784      9395      5521      1331       238         2         2 
20100418 060000     67401    7600       462      6120      7465      8780     11145     11091     19208      3130         0         0         0         0         0         0         0         0         0         0         0 
20100418 060000     67401    7600      7023      8347      9399     10879     15751     18751     19975     20462     20495     20007     16807     14107      8290      4420      2154       520         2         2         2 
20100418 090000     14431    5000       149      2107      2680      3460      6036         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100418 090000     14431    5000      5466      6507      8161      9715     14065     16744     17152     16744     14065      8265      6559      5505      3235      1725       416         2         2         2         2 
20100418 120000     13455    5000       135      1921      2511      3252      3709      1927         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100418 120000     13455    5000      2133      2667      4420      5261      5489      6534      6694      6534      5489      3226       778       127         2         2         2         2         2         2         2 
20100418 150000      1008    4900        24       341       642         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100418 150000      1008    4900      1838      2381      2835      3233      3312      3233      2716      1894      1113       268        11         2         2         2         2         2         2         2         2 
20100418 180000     11125    4900        99      1408      1870      2367      2686      2587       109         0         0         0         0         0         0         0         0         0         0         0         0 
20100418 180000     11125    4900      1534      1941      2310      2622      2763      2831      2763      2321      1364       329        13         2         2         2         2         2         2         2         2 
20100418 210000     12452    4900       109      1558      2087      2559      2968      3170         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100418 210000     12452    4900      1712      2099      2498      2897      3094      3170      3094      2599      1528       368        62         2         2         2         2         2         2         2         2 
20100419 000000     12435    4900       110      1563      2077      2582      2969      3136         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 000000     12435    4900      1703      2117      2532      3014      3088      3136      3061      2571      1511       658       159         2         2         2         2         2         2         2         2 
20100419 030000     15231    5000       122      1738      2286      2811      3458      3285      1530         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 030000     15231    5000      1875      2305      2836      3376      3458      3379      3298      2771      1628       737       178         2         2         2         2         2         2         2         2 
20100419 060000     16107    5000       140      1951      2474      3016      3566      3784      1177         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 060000     16107    5000      2028      2473      2944      3481      3694      3784      3694      3103      1823       658       159         2         2         2         2         2         2         2         2 
20100419 090000        39    1800         2        29         8         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 090000        39    1800      1811      2209      2629      3108      3298      3379      3298      2771      1628       507       122         2         2         2         2         2         2         2         2 
20100419 120000        75    1800         4        53        18         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 120000        75    1800       707       862      1026      1213      1287      1319      1287      1081       635       198        48         2         2         2         2         2         2         2         2 
20100419 150000       680    4000        15       212       398        56         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 150000       680    4000       881      1083      1289      1487      1528      1565      1528      1283       754       239        58         2         2         2         2         2         2         2         2 
20100419 180000       770    4000        18       260       456        35         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 180000       770    4000      2258      2775      3303      3811      3914      4010      3914      3288      1932       667       161         2         2         2         2         2         2         2         2 
20100419 210000     19720    5000       172      2390      3084      3789      4372      4491      1421         0         0         0         0         0         0         0         0         0         0         0         0 
20100419 210000     19720    5000      2529      3107      3699      4268      4384      4491      4384      3682      2909      1709       412         2         2         2         2         2         2         2         2 
20100420 000000     21013    5000       162      2234      2799      3316      4769      3761      3973         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 000000     21013    5000      2295      2775      3911      4656      4769      4656      3973      3878      3258      1914       462         2         2         2         2         2         2         2         2 
20100420 030000      5307    4000        68       968      1314      1667      1291         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 030000      5307    4000      2049      2440      3492      4157      4259      4157      3547      3463      2909      1709       412         2         2         2         2         2         2         2         2 
20100420 060000      6747    4000        86      1216      1630      2103      1712         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 060000      6747    4000      1336      1725      2053      2103      2053      1725      1404      1351      1135       667       161         2         2         2         2         2         2         2         2 
20100420 090000       177    4000         7        94        76         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 090000       177    4000      1193      1540      1833      1878      1833      1540      1254       737       178         2         2         2         2         2         2         2         2         2         2 
20100420 120000       106    4000         3        43        61         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 120000       106    4000       466       601       715       733       715       601       489       287        69         2         2         2         2         2         2         2         2         2         2 
20100420 150000       558    4500         8       119       183       206        43         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 150000       558    4500       150       178       201       206       201       169        99        24         5         2         2         2         2         2         2         2         2         2         2 
20100420 180000        82    4500         3        43        36         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 180000        82    4500       203       261       365       435       446       435       365       215        52         8         2         2         2         2         2         2         2         2         2 
20100420 210000       422    4500         7       104       147       164         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100420 210000       422    4500       521       670       937      1115      1142      1115       937       550       133        20         2         2         2         2         2         2         2         2         2 
20100421 000000      3659    4500        36       520       712       915      1279       196         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 000000      3659    4500       584       750      1049      1249      1279      1249      1049       616       149        23         2         2         2         2         2         2         2         2         2 
20100421 030000      1319    4000        18       248       351       542       160         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 030000      1319    4000       620       784       937      1115      1142      1115       937       550       133        20         2         2         2         2         2         2         2         2         2 
20100421 060000      2787    4000        41       588       846      1071       240         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 060000      2787    4000       732       878      1045      1071      1045       878       516       215        52         8         2         2         2         2         2         2         2         2         2 
20100421 090000      3007    4200        45       658       999      1094       211         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 090000      3007    4200      1140      1357      1392      1426      1392      1169       687       166        32         2         2         2         2         2         2         2         2         2         2 
20100421 120000      4493    4200        66       969      1556      1597       306         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 120000      4493    4200      1276      1519      1559      1597      1559      1309       769       429       103         2         2         2         2         2         2         2         2         2         2 
20100421 150000      1970    3200        43       628      1094       205         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 150000      1970    3200      1377      1639      1918      2225      2279      2225      1869      1098       445       107         2         2         2         2         2         2         2         2         2 
20100421 180000      8131    3200        98      1399      1881      2200      2552         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 180000      8131    3200      1932      2506      3021      3596      3684      3596      3021      1942      1141       275         2         2         2         2         2         2         2         2         2 
20100421 210000     15055    3500       148      2069      2638      3422      4126      2652         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100421 210000     15055    3500      2163      2807      3383      4028      4126      4028      3383      2175      1278       308         2         2         2         2         2         2         2         2         2 
20100422 000000     16172    3500       164      2281      2936      3703      4465      2624         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 000000     16172    3500      2407      3036      3661      4358      4465      4358      3661      2152      1264       305         2         2         2         2         2         2         2         2         2 
20100422 030000      4756    3200        76      1084      1489      1966       141         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 030000      4756    3200      2150      2711      3269      3892      3987      3892      3269      1921      1129       272         2         2         2         2         2         2         2         2         2 
20100422 060000      4711    3200        74      1052      1439      1872       274         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 060000      4711    3200      1180      1535      1827      1872      1827      1535      1276       750       441       106         2         2         2         2         2         2         2         2         2 
20100422 090000       511    3200        14       187       310         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 090000       511    3200      1054      1371      1632      1672      1632      1371      1124      1032       867       509       123         6         2         2         2         2         2         2         2 
20100422 120000      4459    3200        50       722       992      1160      1535         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 120000      4459    3200      1144      1378      1640      1887      2221      2644      2708      2644      2221      1305       315        15         2         2         2         2         2         2         2 
20100422 150000     12182    5500        86      1207      1563      1882      2164      2102      3033       146         0         0         0         0         0         0         0         0         0         0         0 
20100422 150000     12182    5500      1281      1543      1837      2113      2487      2961      3033      2961      2487      1462       352        17         2         2         2         2         2         2         2 
20100422 180000     11912    5500        83      1172      1514      1797      2008      2757      2581         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 180000     11912    5500      1397      1762      2298      2735      2802      2757      2708      2644      2221      1305       315        15         2         2         2         2         2         2         2 
20100422 210000     12076    4600       104      1481      1908      2406      3138      3040         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100422 210000     12076    4600      1564      1973      2573      3063      3138      3063      2967      2493      1890      1110       268         6         2         2         2         2         2         2         2 
20100423 000000     10558    4600       101      1425      1838      2347      2848      2000         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 000000     10558    4600      1507      1924      2336      2780      2848      2780      2650      2226      1308       433       105         2         2         2         2         2         2         2         2 
20100423 030000      6240    3500        76      1083      1461      1927      1692         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 030000      6240    3500      1346      1718      2086      2483      2543      2483      2086      1464       861       328        79         2         2         2         2         2         2         2         2 
20100423 060000      5583    3500        72      1024      1369      1816      1302         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 060000      5583    3500      1286      1699      2135      2541      2603      2627      2565      2154      1432       842       203         2         2         2         2         2         2         2         2 
20100423 090000     13352    3000        96      1367      1756      2320      2916      2942      1956         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 090000     13352    3000      1440      1902      2391      2846      2916      2942      2872      2413      1604       942       227         2         2         2         2         2         2         2         2 
20100423 120000     13922    3000        98      1394      1791      2226      3009      3291      2111         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 120000     13922    3000      1469      1826      2468      2938      3213      3291      3213      2699      1731      1017       245         2         2         2         2         2         2         2         2 
20100423 150000      8515    4600        82      1168      1512      1954      2418      1381         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 150000      8515    4600      1311      1630      2204      2623      2869      2939      2869      2410      1546       908       219         2         2         2         2         2         2         2         2 
20100423 180000      6234    4600        74      1069      1406      1898      1787         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 180000      6234    4600      1153      1556      1852      2108      2159      2108      1771      1041       603       354        85         2         2         2         2         2         2         2         2 
20100423 210000      4223    3000        55       790      1046      1389       944         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100423 210000      4223    3000      1029      1390      1654      1694      1654      1558      1309       769       232        56         2         2         2         2         2         2         2         2         2 
20100424 000000       145    3000         3        49        85         7         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 000000       145    3000       766      1017      1211      1240      1211      1110       932       548       132         2         2         2         2         2         2         2         2         2         2 
20100424 030000       625    3000        14       190       302       120         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 030000       625    3000      1761      2348      2795      2863      2913      2844      2389      1404       339         2         2         2         2         2         2         2         2         2         2 
20100424 060000     10904    3000       132      1898      2405      3206      3262         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 060000     10904    3000      1973      2629      3130      3206      3262      3184      2675      1572       379         2         2         2         2         2         2         2         2         2         2 
20100424 090000      2160    3000        36       511       774       840         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 090000      2160    3000      1761      2348      2795      2863      2913      2844      2389      1404       339         2         2         2         2         2         2         2         2         2         2 
20100424 120000       245    3000         9       134       101         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 120000       245    3000       820       976      1183      1408      1442      1431      1397      1257      1056       621       150         2         2         2         2         2         2         2         2 
20100424 150000      4420    3000        56       805      1119      1101      1340         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 150000      4420    3000      2089      2493      3031      3608      3696      3668      3581      3222      2706      1590       384         2         2         2         2         2         2         2         2 
20100424 180000     20582    3000       158      2224      2853      3404      4139      4108      3696         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 180000     20582    3000      2340      2792      3394      4041      4139      4108      4010      3608      3031      1781       430         2         2         2         2         2         2         2         2 
20100424 210000      7528    3000        88      1291      1671      2098      2380         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100424 210000      7528    3000      2089      2493      3031      3608      3696      3668      3581      3222      2706      1590       384         2         2         2         2         2         2         2         2 
20100425 000000      3850    3000        49       733      1050       946      1072         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 000000      3850    3000      1224      1536      1828      2075      2125      2075      1743      1257      1056       621       150         2         2         2         2         2         2         2         2 
20100425 030000       614    2500        19       309       286         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 030000       614    2500       769       915       938       935       957       935       785       461       111         2         2         2         2         2         2         2         2         2         2 
20100425 060000       786    2500        17       270       498         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 060000       786    2500       434       517       529       517       434       365       306       180        43         2         2         2         2         2         2         2         2         2         2 
20100425 090000      1124    3500        20       308       593       204         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 090000      1124    3500       486       579       593       579       486       286       287       280       235       138        74        18         2         2         2         2         2         2         2 
20100425 120000       507    3500         9       150       347         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 120000       507    3500       434       517       529       517       603       718       735       718       603       354       190        46         2         2         2         2         2         2         2 
20100425 150000      3153    3500        14       213       322       365       444       530       824       441         0         0         0         0         0         0         0         0         0         0         0 
20100425 150000      3153    3500       295       372       443       474       675       804       824       804       675       397       213        51         2         2         2         2         2         2         2 
20100425 180000      2190    3500        17       247       403       508       544       471         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 180000      2190    3500       330       463       551       565       603       718       735       718       603       354       190        46         2         2         2         2         2         2         2 
20100425 210000      2500    3500        19       282       435       632       645       487         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100425 210000      2500    3500       357       519       617       632       645       629       529       417       333       196        74        18         2         2         2         2         2         2         2 
20100426 000000      3122    3500        21       316       481       647       633       569       455         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 000000      3122    3500       418       593       706       830       850       830       697       525       373       219        53         2         2         2         2         2         2         2         2 
20100426 030000      3623    3500        27       399       571       810       952       717       146         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 030000      3623    3500       469       664       790       929       952       929       780       632       427       251        60         2         2         2         2         2         2         2         2 
20100426 060000      3960    3500        27       401       557       734       824       834       583         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 060000      3960    3500       752       917      1092      1619      1927      1975      1927      1619       951       375        91        18         2         2         2         2         2         2         2 
20100426 090000      7601    3500        52       762      1027      1253      1424      2211       872         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 090000      7601    3500       842      1027      1223      1813      2159      2211      2159      1813      1066       480       188        45         2         2         2         2         2         2         2 
20100426 120000      7857    3500        53       767      1050      1319      1522      1666      1043       437         0         0         0         0         0         0         0         0         0         0         0 
20100426 120000      7857    3500      1101      1349      1615      2134      2541      2603      2552      2491      2093      1230       333        80         2         2         2         2         2         2         2 
20100426 150000     13312    3500        78      1136      1504      1843      2205      2915      2858       774         0         0         0         0         0         0         0         0         0         0         0 
20100426 150000     13312    3500      1233      1511      1808      2390      2845      2915      2858      2790      2344      1377       373        90         2         2         2         2         2         2         2 
20100426 180000      3665    3500        32       468       688       806       870       801         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 180000      3665    3500      1101      1349      1615      2134      2541      2603      2552      2491      2093      1230       333        80         2         2         2         2         2         2         2 
20100426 210000      2136    3500        24       357       604       546       605         0         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100426 210000      2136    3500      1312      1764      2234      2660      2724      2660      2397      2249      1890      1110       268        31         2         2         2         2         2         2         2 
20100427 000000     14031    3500        93      1355      1791      2410      3051      2750      2581         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 000000     14031    3500      1469      1976      2502      2978      3051      2978      2685      2519      2116      1244       300         2         2         2         2         2         2         2         2 
20100427 030000      9141    3500        77      1118      1536      1868      2560      1983         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 030000      9141    3500      1312      1764      2825      3364      3446      3364      2825      2249      1890      1110       268         2         2         2         2         2         2         2         2 
20100427 060000     11243    3500        87      1280      1710      2318      3859      1990         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 060000     11243    3500      1402      1901      3164      3767      3859      3767      3164      1859       959       433       105         2         2         2         2         2         2         2         2 
20100427 090000      5825    4000        44       643       924      1090      1286      1644       194         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 090000      5825    4000      1397      1756      2825      3364      3476      3561      3476      2920      1716       414        23         2         2         2         2         2         2         2         2 
20100427 120000     12671    4000       101      1464      1907      2398      2813      3988         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 120000     12671    4000      1564      1967      2341      3270      3893      3988      3893      3270      1922       463        20         2         2         2         2         2         2         2         2 
20100427 150000      5408    4000        50       739      1006      1335      1372       905         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 150000      5408    4000      1397      1756      2090      2920      3476      3561      3476      2920      1716       414         8         2         2         2         2         2         2         2         2 
20100427 180000      3871    4000        34       508       730       945       889       764         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 180000      3871    4000       737       978      1164      1196      1357      1390      1357      1140       670       161         2         2         2         2         2         2         2         2         2 
20100427 210000      4191    4000        38       559       816      1128      1003       648         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100427 210000      4191    4000       669       925      1101      1128      1101       979       822       559       329        79         2         2         2         2         2         2         2         2         2 
20100428 000000      2957    4000        27       395       577       774       737       447         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100428 000000      2957    4000       597       826       983      1007       983       874       734       475       279        67         2         2         2         2         2         2         2         2         2 
20100428 030000      3341    4000        30       439       665       882       855       471         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100428 030000      3341    4000       545       723       861       882       861       840       877       899       877      1017      1042      1017       855       502       121         2         2         2         2 
20100428 060000      2197    4000        20       296       494       617       558       212         0         0         0         0         0         0         0         0         0         0         0         0         0 
20100428 060000      2197    4000       979      1192      1419      1658      1892      2153      2248      2302      2248      2607      2671      2607      2190      1287       310         2         2         2         2 
20100428 090000     20591    3500        72      1041      1337      1628      1902      2171      2470      2578      1966      2435      2991         0         0         0         0         0         0         0         0 
20100428 090000     20591    3500      1096      1335      1589      1857      2119      2411      2517      2578      2517      2920      2991      2920      2452      1441       348         2         2         2         2 
20100428 120000      8200    3500        36       535       722       998      1303      1483      1221      1158       743         0         0         0         0         0         0         0         0         0         0 
20100428 120000      8200    3500       979      1192      1419      1658      1892      2153      2248      2302      2248      2607      2671      2607      2190      1287       310         2         2         2         2 
20100428 150000      4599    3500        27       406       578       830      1366      1225       167         0         0         0         0         0         0         0         0         0         0         0         0 
